204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
122 0 205 0 1450
73 0 205 0 1450
45 0 201 0 1450
27 0 122 0 1650
16 0 76 0 1650
10 0 48 0 1650
88 0 30 0 1650
135 0 21 0 1650
162 0 15 0 1550
179 0 92 0 1550
189 0 137 0 1550
195 0 164 0 1350
199 0 181 0 1350
201 0 190 0 1350
202 0 196 0 1350
202 0 200 0 1350
203 0 202 0 1350
203 0 204 0 1350
203 0 204 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 201 0 1350
204 0 123 0 1550
204 0 77 0 1550
198 0 48 0 1550
120 0 32 0 1650
76 0 22 0 1650
47 0 16 0 1650
30 0 93 0 1650
19 0 137 0 1650
13 0 164 0 1450
9 0 181 0 1450
87 0 190 0 1450
134 0 196 0 1450
162 0 200 0 1350
178 0 202 0 1350
188 0 204 0 1350
194 0 204 0 1350
198 0 205 0 1350
200 0 205 0 1350
202 0 205 0 1350
202 0 205 0 1350
203 0 205 0 1350
203 0 205 0 1350
203 0 205 0 1350
203 0 205 0 1350
203 0 205 0 1350
203 0 206 0 1350
203 0 206 0 1350
203 0 206 0 1350
203 0 206 0 1350
203 0 206 0 1350
204 0 206 0 1350
204 0 206 0 1350
204 0 206 0 1350
204 0 205 0 1350
204 0 206 0 1350
204 0 206 0 1350
204 0 206 0 1350
203 0 206 0 1350
122 0 206 0 1450
74 0 206 0 1450
45 0 206 0 1450
29 0 199 0 1450
18 0 121 0 1650
11 0 75 0 1650
7 0 48 0 1650
5 0 31 0 1650
79 0 20 0 1650
129 0 15 0 1650
159 0 12 0 1550
177 0 88 0 1550
188 0 135 0 1550
194 0 163 0 1350
198 0 180 0 1350
200 0 190 0 1350
201 0 196 0 1350
202 0 200 0 1350
203 0 202 0 1350
203 0 204 0 1350
203 0 204 0 1350
203 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 205 0 1350
204 0 202 0 1350
204 0 125 0 1550
204 0 78 0 1550
195 0 50 0 1550
118 0 34 0 1650
72 0 23 0 1650
46 0 83 0 1650
29 0 132 0 1650
18 0 161 0 1450
19 0 179 0 1450
93 0 189 0 1450
137 0 195 0 1450
164 0 199 0 1350
180 0 201 0 1350
189 0 203 0 1350
195 0 204 0 1350
